ds,y
1781090882.6573143,2962
1781090882.6609874,66
1781090882.6704812,66
1781090882.6765146,2962
1781090882.6766067,66
1781090882.676608,2962
1781090882.684013,66
1781090883.1574178,66
1781090883.1583152,2962
1781090883.1639066,66
1781090883.164799,2962
1781090883.1671271,66
1781090883.1679177,2962
1781090883.1779099,66
1781090883.1925905,2962
1781090883.1990578,66
1781090883.1989777,2962
1781090883.210314,66
1781090883.2127516,1514
1781090883.219638,2962
1781090883.22004,66
1781090883.220075,1514
1781090883.220091,1514
1781090883.2318006,66
1781090883.2321658,66
1781090883.2337809,2962
1781090883.236809,66
1781090883.2509325,2962
1781090883.253252,2962
1781090883.258726,66
1781090883.2625248,66
1781090883.2718854,2962
1781090883.2718956,66
1781090883.2825131,66
1781090883.2826276,2962
1781090883.2826514,66
1781090883.2923534,2962
1781090883.2924557,2962
1781090883.3026686,66
1781090883.3137968,66
1781090883.3138518,66
1781090883.3138473,2962
1781090883.3239968,2962
1781090883.3243651,66
1781090883.3346882,2962
1781090883.345162,66
1781090883.345242,1514
1781090883.3551977,78
1781090883.3553498,66
1781090883.355356,2962
1781090883.366688,1514
1781090883.3667061,66
1781090883.3759604,2962
1781090883.3759806,66
1781090883.3808198,1514
1781090883.3808253,2962
1781090883.3829172,66
1781090883.3966486,66
1781090883.3966634,2962
1781090883.3966758,2962
1781090883.4070127,66
1781090883.4082098,2962
1781090883.424857,66
1781090883.4248652,66
1781090883.428738,1514
1781090883.4287698,66
1781090883.429541,66
1781090883.429565,2962
1781090883.4370103,2962
1781090883.4370291,66
1781090883.4434059,66
1781090883.4434252,2962
1781090883.454236,66
1781090883.4542613,2962
1781090883.4711683,2962
1781090883.4711797,66
1781090883.471197,2962
1781090883.4796677,66
1781090883.4854255,66
1781090883.4854553,2962
1781090883.5056176,2962
1781090883.5056517,66
1781090883.5137806,66
1781090883.5138173,2962
1781090883.5274057,66
1781090883.5274274,1514
1781090883.527435,2962
1781090883.5423672,66
1781090883.542374,1514
1781090883.542405,2962
1781090883.5524387,2962
1781090883.5542483,66
1781090883.554265,66
1781090883.5545166,66
1781090883.5575051,2962
1781090883.5593405,66
1781090883.5733123,2962
1781090883.5935335,2962
1781090883.5936751,66
1781090883.6039064,66
1781090883.6042595,2962
1781090883.6044044,66
1781090883.6044164,2962
1781090883.6111271,2962
1781090883.613363,66
1781090883.613995,66
1781090883.6218197,66
1781090883.6219413,66
1781090883.6254935,2962
1781090883.6426954,66
1781090883.642738,2962
1781090883.6459491,66
1781090883.6565056,2962
1781090883.6647096,2962
1781090883.6647255,66
1781090883.6884043,66
1781090883.6884208,2962
1781090883.698698,2962
1781090883.6987154,66
1781090883.7082784,66
1781090883.7082932,1514
1781090883.708298,2962
1781090883.7189803,66
1781090883.7189822,66
1781090883.7189841,1514
1781090883.721347,2962
1781090883.7255695,2962
1781090883.734427,2962
1781090883.7493596,66
1781090883.7494323,66
1781090883.7601159,66
1781090883.7603714,66
1781090883.7603662,2962
1781090883.7604837,52
1781090883.7612288,2962
1781090883.767008,2962
1781090883.7808156,66
1781090883.7821763,2962
1781090883.784798,66
1781090883.81192,2962
1781090883.8119774,66
1781090883.8122022,66
1781090883.8191757,2962
1781090883.8212118,2962
1781090883.8324175,66
1781090883.8340201,66
1781090883.834036,2962
1781090883.8387167,2962
1781090883.844971,66
1781090883.8612874,2962
1781090883.8680868,2962
1781090883.8687687,66
1781090883.8730438,66
1781090883.8749585,66
1781090883.8814147,2962
1781090883.895019,1514
1781090883.900709,2962
1781090883.9080935,2962
1781090883.9138172,66
1781090883.9175968,2962
1781090883.926364,66
1781090883.9263678,2962
1781090883.9278176,66
1781090883.9284494,2962
1781090883.9419096,66
1781090883.9577992,66
1781090883.9578104,2962
1781090883.9609575,66
1781090883.9615772,2962
1781090883.9642906,2962
1781090883.9680195,66
1781090883.9772987,66
1781090883.978483,2266
1781090883.9784935,66
1781090883.9890964,1514
1781090883.9892008,66
1781090883.9968014,66
1781090884.494338,2962
1781090884.4945798,66
1781090884.501738,66
1781090884.5030026,2962
1781090884.5100682,2962
1781090884.5272248,2962
1781090884.527251,66
1781090884.5439296,66
1781090884.5624564,66
1781090884.5624728,2962
1781090884.5900028,2962
1781090884.5903125,66
1781090884.6002011,66
1781090884.6002085,2962
1781090884.6002398,2962
1781090884.60699,66
1781090884.6619868,2962
1781090884.6722114,66
1781090884.6721945,2962
1781090884.6722152,66
1781090884.672217,2962
1781090884.681875,66
1781090884.686228,2962
1781090884.6862485,66
1781090884.7219565,66
1781090884.722303,66
1781090884.7230742,2962
1781090884.7230904,66
1781090884.744833,1514
1781090884.7449265,66
1781090884.749326,2962
1781090884.7493436,66
1781090884.7495117,2962
1781090884.7565217,2962
1781090884.8007796,2962
1781090884.800931,66
1781090884.818159,66
1781090884.8182404,66
1781090884.8182652,2962
1781090885.4964426,2962
1781090885.4966316,66
1781090885.4972467,2962
1781090885.5492616,2962
1781090885.5493414,66
1781090885.5495098,2962
1781090885.5563889,2962
1781090885.5579774,66
1781090885.558629,66
1781090885.5586371,2962
1781090885.5706549,66
1781090885.6043324,2962
1781090885.6190698,2962
1781090885.6191123,66
1781090885.6363997,66
1781090885.6365457,66
1781090885.6365857,2962
1781090885.638128,2962
1781090885.6439586,66
1781090885.6994712,1514
1781090885.6995156,2962
1781090885.6995342,66
1781090885.7001204,2962
1781090885.7072716,2962
1781090885.7202787,66
1781090885.7202268,66
1781090885.7202864,66
1781090885.7349916,2962
1781090885.735103,66
1781090885.75323,66
1781090885.7532706,66
1781090885.753275,2962
1781090885.7532935,2962
1781090885.7606032,66
1781090885.8079178,2962
1781090885.8088365,2962
1781090885.822804,2962
1781090885.8228745,66
1781090885.8228812,2962
1781090885.8358917,66
1781090885.8359272,66
1781090885.8393734,66
1781090885.8480132,2962
1781090885.8679433,2962
1781090885.8825383,2962
1781090885.8827884,66
1781090886.2844572,66
1781090886.2844594,66
1781090886.284489,2962
1781090886.2943237,2962
1781090886.2943957,66
1781090886.2946835,2962
1781090886.3112037,66
1781090886.311954,1514
1781090886.320496,2962
1781090886.3205473,66
1781090886.3545926,66
1781090886.3550942,52
1781090886.372506,2962
1781090886.3725529,66
1781090886.3818817,2962
1781090886.3884556,1514
1781090886.3895085,66
1781090886.3898466,2962
1781090886.3949337,2962
1781090886.4137943,2962
1781090886.5028245,2962
1781090886.5031545,66
1781090886.5097778,66
1781090886.509829,2962
1781090886.510312,66
1781090886.5118856,66
1781090886.5118887,2962
1781090886.523448,2962
1781090886.5293388,66
1781090886.5360181,2962
1781090886.5392025,66
1781090886.5493588,66
1781090886.5493617,2962
1781090886.5575278,66
1781090886.5575328,2962
1781090886.5626473,2962
1781090886.565274,66
1781090886.5726678,66
1781090886.5734563,2962
1781090886.5784242,66
1781090886.5784264,2962
1781090887.4986215,66
1781090887.5002933,66
1781090887.5002973,2962
1781090887.5005145,66
1781090887.5098882,66
1781090887.511564,66
1781090887.511529,2962
1781090887.5203645,2962
1781090887.5312018,2962
1781090887.5312343,2962
1781090887.5377147,66
1781090887.5451005,2962
1781090887.5473797,66
1781090887.5573337,66
1781090887.558015,2962
1781090887.56181,66
1781090887.5618134,2962
1781090887.5709808,2962
1781090887.5779753,66
1781090887.579901,2962
1781090887.5842583,66
1781090887.5842593,66
1781090887.587966,2962
1781090887.5965388,66
1781090887.5976853,66
1781090887.5976717,2962
1781090887.6113136,2962
1781090887.617922,66
1781090887.623716,2962
1781090887.6307094,2962
1781090887.6372473,66
1781090887.637202,66
1781090887.6376991,2962
1781090887.6469429,2962
1781090887.6544127,66
1781090887.6587646,2962
1781090887.664882,66
1781090887.6650946,66
1781090887.665142,2962
1781090887.6858244,66
1781090887.6858447,66
1781090887.6858466,2962
1781090887.685859,2962
1781090887.694339,66
1781090887.6943357,2962
1781090887.7063346,66
1781090887.714089,66
1781090887.7141004,2962
1781090887.7172275,2962
1781090887.7207725,66
1781090887.7279882,66
1781090887.7280025,2962
1781090887.7345176,2962
1781090887.735005,66
1781090887.7350218,2962
1781090887.7476258,2962
1781090887.7525072,2962
1781090887.76068,66
1781090887.7609224,66
1781090887.769325,2962
1781090887.770003,66
1781090887.7734694,66
1781090887.7742245,66
1781090887.7760592,2962
1781090887.7846076,66
1781090887.7889626,2962
1781090887.7962184,2962
1781090887.8021464,2962
1781090887.8064573,66
1781090887.8140585,2962
1781090887.8150098,66
1781090887.8154085,2962
1781090887.828733,66
1781090887.834288,2962
1781090887.8464491,2962
1781090887.847393,66
1781090887.8479443,66
1781090887.8496215,2962
1781090887.8555975,2962
1781090887.8595316,66
1781090887.859537,66
1781090887.8689978,66
1781090887.8748205,66
1781090887.8748338,2962
1781090887.883456,2962
1781090887.8858135,66
1781090887.8877826,2962
1781090887.890378,66
1781090887.9000945,2962
1781090887.9031293,66
1781090887.9160116,2962
1781090887.91687,66
1781090887.92385,66
1781090887.923814,2962
1781090887.929274,66
1781090887.935288,2962
1781090887.935541,2962
1781090887.9566598,66
1781090887.9578664,66
1781090887.9579017,2962
1781090887.9579134,2962
1781090887.9654968,66
1781090887.9746704,66
1781090887.9749367,2962
1781090887.9751463,2962
1781090887.9814515,66
1781090887.9818833,66
1781090887.9819083,2962
1781090887.9855144,66
1781090887.995101,2962
1781090888.0034003,66
1781090888.0047574,1514
1781090888.008059,2962
1781090888.013358,2962
1781090888.021225,66
1781090888.0269291,66
1781090888.0269403,2962
1781090888.034941,2962
1781090888.0476103,66
1781090888.0482738,2962
1781090888.048262,2962
1781090888.0557175,66
1781090888.055721,66
1781090888.0608099,2962
1781090888.0741854,66
1781090888.0743918,2962
1781090888.082697,2962
1781090888.0879993,2962
1781090888.0900233,66
1781090888.1014826,66
1781090888.1014242,66
1781090888.1015003,2962
1781090888.111238,66
1781090888.11417,2962
1781090888.1264415,2962
1781090888.1269944,66
1781090888.1452594,66
1781090888.1454515,2962
1781090888.145426,2962
1781090888.153157,66
1781090888.1605,66
1781090888.1605058,66
1781090888.1605206,2962
1781090888.1670046,2962
1781090888.174308,66
1781090888.178538,66
1781090888.1785412,2962
1781090888.180012,2962
1781090888.1936011,2962
1781090888.2018201,66
1781090888.2074702,66
1781090888.207472,2962
1781090888.2132638,2962
1781090888.2196364,66
1781090888.2197363,66
1781090888.2198966,2962
1781090888.2302876,66
1781090888.2330596,2962
1781090888.2430873,66
1781090888.2475846,2962
1781090888.2481515,66
1781090888.2481544,2962
1781090888.257712,66
1781090888.259366,66
1781090888.2596989,2962
1781090888.2660751,2962
1781090888.2736225,66
1781090888.2831204,2962
1781090888.2833588,66
1781090888.2895694,66
1781090888.2992382,66
1781090888.299248,818
1781090888.299258,2962
1781090888.3031387,66
1781090888.309041,2962
1781090888.3188581,2962
1781090888.3235648,66
1781090888.3363528,2962
1781090888.3425336,66
1781090888.3426137,66
1781090888.3521159,2962
1781090888.3535028,66
1781090888.3720186,66
1781090888.3720798,2962
1781090888.3721104,1514
1781090888.3721156,2962
1781090888.3855553,66
1781090888.4213214,66
1781090888.423253,2962
1781090888.4235268,66
1781090888.4401176,66
1781090888.440282,2962
1781090888.4406054,2962
1781090888.44884,66
1781090888.4532764,2962
1781090888.4740374,66
1781090888.474387,2962
1781090888.474559,66
1781090888.4922595,2962
1781090888.5099318,66
1781090888.5099459,2962
1781090888.5101264,66
1781090888.5265875,2962
1781090888.5294127,66
1781090888.570298,2962
1781090888.577005,2962
1781090888.57892,2962
1781090888.5853512,52
1781090888.5901299,66
1781090888.5911677,74
1781090888.5949147,66
1781090888.5954947,2962
1781090888.5962167,66
1781090888.6056912,74
1781090888.6058013,66
1781090888.609474,2962
1781090888.6096652,66
1781090888.6186824,66
1781090888.6186578,2962
1781090888.6188033,66
1781090888.629659,2962
1781090888.6425447,2962
1781090888.6447396,66
1781090888.6552987,2962
1781090888.6570182,66
1781090888.6570263,2962
1781090888.6683166,2962
1781090888.6742058,2962
1781090888.6810076,66
1781090888.6814508,2962
1781090888.691438,66
1781090888.6919217,66
1781090888.6926205,66
1781090888.6948664,66
1781090888.6948674,66
1781090888.6953416,2962
1781090888.7089064,2962
1781090888.7090297,1514
1781090888.7177947,2962
1781090888.722386,66
1781090888.7245252,66
1781090888.7246013,2962
1781090888.7347193,66
1781090888.7349353,2962
1781090888.7480385,2962
1781090888.7482393,66
1781090888.751765,2962
1781090888.7611363,2962
1781090888.7741961,2962
1781090888.7875268,66
1781090888.787463,66
1781090888.7879188,66
1781090888.7879207,2962
1781090888.7879145,2962
1781090888.7945204,74
1781090888.7952225,66
1781090888.8008533,66
1781090888.8012064,74
1781090888.8041546,66
1781090888.8041658,1514
1781090888.8069825,122
1781090889.5117042,2962
1781090889.5177872,66
1781090889.5183372,66
1781090889.5183392,2962
1781090889.5197618,66
1781090889.520652,122
1781090889.5206556,66
1781090889.5217705,66
1781090889.5249193,66
1781090889.5261295,2962
1781090889.5324655,2962
1781090889.5399406,2962
1781090889.5465913,66
1781090889.5455062,78
1781090889.5465865,2962
1781090889.7032104,66
1781090889.7032413,66
1781090889.703242,66
1781090889.7032435,2962
1781090889.7035153,2962
1781090889.7104802,66
1781090889.7111876,2962
1781090889.7178953,66
1781090889.7288017,66
1781090889.728815,2962
1781090889.729932,2962
1781090889.7372131,66
1781090889.7372155,2962
1781090889.7385495,66
1781090889.7507932,2962
1781090889.7703059,2962
1781090889.7703538,66
1781090889.777283,66
1781090889.7779527,2962
1781090889.781449,66
1781090889.7820165,66
1781090889.78255,2962
1781090889.785188,2962
1781090889.793545,66
1781090889.7973447,66
1781090889.7977846,1514
1781090889.8047516,2962
1781090889.8084817,66
1781090889.8174124,66
1781090889.8174162,2962
1781090889.8173943,2962
1781090889.8310943,66
1781090889.8311033,2962
1781090889.8344166,2962
1781090889.8430617,66
1781090889.8431091,66
1781090889.8448515,66
1781090889.8448634,2962
1781090889.856537,66
1781090889.8584404,2962
1781090889.869353,2962
1781090889.8709483,66
1781090889.8763807,66
1781090889.8764305,2962
1781090889.8863804,66
1781090889.8866012,2962
1781090889.9017832,66
1781090889.901796,2962
1781090889.9268324,2962
1781090889.926927,66
1781090889.9372773,66
1781090889.9373999,2962
1781090889.940213,66
1781090889.9440491,1514
1781090889.950511,2962
1781090889.9581213,2962
1781090890.5083592,66
1781090890.507234,66
1781090890.5072446,2962
1781090890.5094268,66
1781090891.5120656,2962
1781090891.521519,1514
1781090891.522043,1514
1781090891.5252764,66
1781090891.5252776,1514
1781090891.5291462,2962
1781090891.5321238,66
1781090891.541504,66
1781090891.5416343,66
1781090891.5416636,2962
1781090891.546729,66
1781090891.5471573,52
1781090891.5479834,2962
1781090891.5479932,2962
1781090891.5615828,2962
1781090891.5745058,66
1781090891.5745115,2962
1781090891.5787756,66
1781090891.5814524,66
1781090891.582055,78
1781090891.5889668,66
1781090891.5889895,2962
1781090891.5997005,2962
1781090891.6014535,66
1781090891.6199415,66
1781090891.6226304,66
1781090891.6226578,2962
1781090891.63557,2962
1781090891.6356905,66
1781090891.64579,66
1781090891.6458056,2962
1781090891.6664615,66
1781090891.6664848,1514
1781090891.6664898,2962
1781090891.6974041,2962
1781090891.7038527,2962
1781090891.703971,66
1781090891.7070198,78
1781090891.7075562,2962
1781090891.7183225,2962
1781090891.7287571,2962
1781090891.7301552,66
1781090891.7301595,66
1781090891.7392836,66
1781090891.7392886,66
1781090891.7393026,2962
1781090891.7498705,66
1781090891.7499447,66
1781090891.749949,2962
1781090891.749979,66
1781090891.7702134,66
1781090891.7702274,2962
1781090891.7766037,2962
1781090891.7816818,66
1781090891.791189,1514
1781090891.8018825,2962
1781090891.801999,1514
1781090891.8052487,2962
1781090891.8097692,2962
1781090891.815664,66
1781090891.8226182,66
1781090891.823042,66
1781090891.8230433,2962
1781090891.8437111,2962
1781090891.84379,66
1781090891.8648798,66
1781090891.8649533,66
1781090891.864938,2962
1781090891.8747022,1514
1781090891.8748298,66
1781090891.87487,66
1781090891.8782895,2962
1781090891.8912528,2962
1781090891.8926933,66
1781090891.9064093,2962
1781090891.9064932,66
1781090891.9087117,2962
1781090891.9172957,66
1781090891.9274795,2962
1781090891.9275022,66
1781090891.9375396,66
1781090891.9375892,2962
1781090891.9585917,66
1781090891.9587352,2962
1781090891.9606533,66
1781090891.9620655,66
1781090891.9620817,66
1781090891.9620848,2962
1781090891.9655375,2962
1781090891.9694996,70
1781090891.9698527,66
1781090891.9803941,66
1781090891.9804175,2962
1781090892.0009265,2962
1781090892.0011182,66
1781090892.007805,66
1781090892.007851,2962
1781090892.0328224,66
1781090892.032838,2962
1781090892.0496588,2962
1781090892.0536633,66
1781090892.0572648,2962
1781090892.074097,2962
1781090892.0740647,2962
1781090892.0820873,66
1781090892.0821319,66
1781090892.0825422,2962
1781090892.0829027,1514
1781090892.0918264,2962
1781090892.09611,66
1781090892.096123,66
1781090892.1089272,66
1781090892.1110969,66
1781090892.1111283,2962
1781090892.1230965,66
1781090892.123113,2962
1781090892.1265335,66
1781090892.1276798,2962
1781090892.1311135,66
1781090892.146813,2962
1781090892.146829,66
1781090892.1552713,66
1781090892.1552901,2962
1781090892.1667573,2962
1781090892.1672628,66
1781090892.1775808,2962
1781090892.1881118,2962
1781090892.1882641,66
1781090892.2011871,2962
1781090892.2047348,2962
1781090892.2195327,66
