ds,y
1781090880.7251554,66
1781090880.7251563,66
1781090880.7251575,2962
1781090880.7383606,1514
1781090880.7429185,1514
1781090880.7473795,2962
1781090880.7512126,2962
1781090880.7638116,66
1781090880.7641516,66
1781090880.764486,2962
1781090880.7693207,66
1781090880.7693298,66
1781090880.769331,1514
1781090880.7771387,2962
1781090880.7822735,66
1781090880.782284,66
1781090880.7836206,66
1781090880.7848058,66
1781090880.7945151,66
1781090880.7945204,2962
1781090880.7945693,66
1781090880.8056002,2962
1781090880.8121474,66
1781090880.8122065,2962
1781090880.8140397,2962
1781090880.8292181,66
1781090880.8297396,66
1781090880.8297408,2962
1781090880.8310173,2962
1781090880.847257,66
1781090880.8472629,2962
1781090880.847996,2962
1781090880.8646827,66
1781090880.8646896,2962
1781090880.8651187,66
1781090880.8658135,66
1781090880.8658173,2962
1781090880.8817902,66
1781090880.8824267,2962
1781090880.882681,66
1781090880.8834329,66
1781090880.8971732,1514
1781090880.8971763,2962
1781090880.8990579,66
1781090880.9020452,66
1781090880.9020932,2962
1781090880.9143476,66
1781090880.9143572,2962
1781090880.917004,66
1781090880.9172745,2962
1781090880.9314053,2962
1781090880.9352336,2962
1781090880.9486172,66
1781090880.9486768,2962
1781090880.9518406,2962
1781090880.9658937,66
1781090880.9662743,66
1781090880.9666033,2962
1781090880.9702802,66
1781090880.9702854,1514
1781090880.978129,2962
1781090880.984054,2962
1781090880.995318,66
1781090880.9953191,2962
1781090881.0005755,66
1781090881.0009124,66
1781090881.0017796,66
1781090881.0072236,2962
1781090881.0117903,66
1781090881.0127158,66
1781090881.0128045,2962
1781090881.0201695,66
1781090881.0303206,66
1781090881.0303683,2962
1781090881.036963,2962
1781090881.0452023,66
1781090881.048424,66
1781090881.0484722,2962
1781090881.0495996,1514
1781090881.0540555,2962
1781090881.0643723,2962
1781090881.0716114,2962
1781090881.0824482,66
1781090881.0824504,66
1781090881.0824513,1514
1781090881.0896356,66
1781090881.0902703,66
1781090881.0903876,2962
1781090881.091042,2962
1781090881.1070309,2962
1781090881.1077442,66
1781090881.108121,66
1781090881.1085727,2962
1781090881.123785,66
1781090881.1238418,66
1781090881.123843,66
1781090881.1242127,2962
1781090881.1258643,2962
1781090881.143067,66
1781090881.144854,2962
1781090881.1474721,66
1781090881.1534686,1514
1781090881.1534767,2962
1781090881.1636567,66
1781090881.1636853,66
1781090881.1636875,66
1781090881.1636891,66
1781090881.1636908,2962
1781090881.1742039,2962
1781090881.1788921,2962
1781090881.1873255,66
1781090881.1884954,66
1781090881.195102,2962
1781090881.1961215,1514
1781090881.2052424,66
1781090881.205234,66
1781090881.2052376,2962
1781090881.2096894,66
1781090881.2140622,2962
1781090881.2220433,2962
1781090881.2258446,66
1781090881.238762,2962
1781090881.2513804,66
1781090881.2526174,2962
1781090881.2559295,66
1781090881.2559328,66
1781090881.2568207,2962
1781090881.2608085,2962
1781090881.2735045,66
1781090881.2735069,66
1781090881.2744613,66
1781090881.274464,2962
1781090881.2780275,2962
1781090881.2915215,2962
1781090881.298468,66
1781090881.298472,66
1781090881.298473,66
1781090881.2984755,2962
1781090881.308629,2962
1781090881.3193707,66
1781090881.3229415,1514
1781090881.3253646,2962
1781090881.3296058,2962
1781090881.3397286,2962
1781090881.3426003,2962
1781090881.356839,2962
1781090881.3604805,66
1781090881.3604832,66
1781090881.3604844,66
1781090881.360873,2962
1781090881.3743138,66
1781090881.3744192,66
1781090881.3744216,66
1781090881.3748171,2962
1781090881.3789206,66
1781090881.3789232,66
1781090881.3789246,2962
1781090881.3919241,66
1781090881.3958905,2962
1781090881.4034455,2962
1781090881.4126735,66
1781090881.4128408,66
1781090881.4128475,1514
1781090881.421644,2962
1781090881.438198,66
1781090881.4389188,66
1781090881.4389203,66
1781090881.439277,2962
1781090881.4456313,66
1781090881.4489443,2962
1781090881.4571552,66
1781090881.4571488,66
1781090881.4571521,2962
1781090881.461259,1514
1781090881.4662006,2962
1781090881.4753785,66
1781090881.4753835,2962
1781090881.4847057,66
1781090881.4847357,2962
1781090881.4931297,66
1781090881.493134,2962
1781090881.500506,2962
1781090881.509603,2962
1781090881.5175333,66
1781090881.5185344,66
1781090881.5185385,2962
1781090881.52573,2962
1781090881.5358007,66
1781090881.5360615,66
1781090881.5422928,66
1781090881.5435398,66
1781090881.5435414,66
1781090881.5435429,2962
1781090881.543593,2962
1781090881.553769,2962
1781090881.5611973,2962
1781090881.5711648,66
1781090881.57131,2962
1781090881.5779486,52
1781090881.5779583,66
1781090881.5786397,66
1781090881.5786421,1514
1781090881.5875845,2962
1781090881.5879035,66
1781090881.5884905,74
1781090881.5897229,66
1781090881.5897672,2962
1781090881.6045718,66
1781090881.604574,2962
1781090881.6065433,1514
1781090881.6202161,2962
1781090881.6229966,66
1781090881.6230054,2962
1781090881.632189,2962
1781090881.6392074,66
1781090881.639256,2962
1781090881.6487718,2962
1781090881.6565347,2962
1781090881.6662807,66
1781090881.6663058,66
1781090881.666754,66
1781090881.6689773,66
1781090881.673914,66
1781090881.6739166,2962
1781090881.673952,2962
1781090881.68432,66
1781090881.6855788,2962
1781090881.690858,66
1781090881.6914117,66
1781090881.6930397,2962
1781090881.7038038,2962
1781090881.7090676,66
1781090881.7090707,66
1781090881.7095902,2962
1781090881.7189324,66
1781090881.7225404,66
1781090881.7265174,74
1781090881.7274604,2962
1781090881.7374656,66
1781090881.7444315,66
1781090881.7444327,66
1781090881.7453249,1514
1781090881.7496727,2962
1781090881.754385,2962
1781090881.763597,66
1781090881.763887,2962
1781090881.771124,2962
1781090881.775631,2962
1781090881.7878046,2962
1781090881.7925396,2962
1781090881.804897,2962
1781090881.8094127,66
1781090881.8100624,2962
1781090881.821611,66
1781090881.8219576,66
1781090881.8225412,74
1781090881.8225422,66
1781090881.8234992,66
1781090881.8235004,2962
1781090881.826778,66
1781090881.8270857,66
1781090881.8274884,2962
1781090881.8409305,66
1781090881.840938,2962
1781090881.845826,2962
1781090881.8578737,66
1781090881.858386,2962
1781090881.8618414,66
1781090881.8619065,2962
1781090881.8753343,66
1781090881.876139,66
1781090881.876141,2962
1781090881.879383,66
1781090881.8794453,2962
1781090881.892974,2962
1781090881.8965425,66
1781090881.8982124,2962
1781090881.9105003,2962
1781090881.9139602,66
1781090881.9143105,66
1781090881.9157536,74
1781090881.9158049,2962
1781090881.927337,2962
1781090881.932658,1514
1781090881.94333,2962
1781090881.944545,66
1781090881.9445508,66
1781090881.945311,2962
1781090881.9583993,2962
1781090881.9635274,66
1781090881.9635866,2962
1781090881.976421,66
1781090881.97649,66
1781090881.9764924,66
1781090881.9764938,2962
1781090881.9793396,66
1781090881.9797084,2962
1781090881.993509,66
1781090881.9935215,66
1781090881.9984012,66
1781090881.9984035,2962
1781090881.9995553,66
1781090881.9996152,1514
1781090882.006361,2962
1781090882.0111554,2962
1781090882.0229716,2962
1781090882.0286996,66
1781090882.0287514,2962
1781090882.040191,1514
1781090882.0458589,66
1781090882.045869,66
1781090882.047709,2962
1781090882.0484185,2962
1781090882.063601,66
1781090882.0636606,2962
1781090882.0659037,2962
1781090882.0807943,66
1781090882.0811713,2962
1781090882.082787,66
1781090882.0827892,66
1781090882.0837078,66
1781090882.0837102,2962
1781090882.099548,2962
1781090882.1006343,2962
1781090882.1159072,66
1781090882.1159291,2962
1781090882.117613,2962
1781090882.1334882,66
1781090882.1335232,66
1781090882.136574,66
1781090882.136584,66
1781090882.136586,2962
1781090882.136811,2962
1781090882.4976125,2962
1781090882.4976704,2962
1781090882.5059295,66
1781090882.5063145,66
1781090882.5063071,66
1781090882.506311,2962
1781090882.506987,1514
1781090882.5160875,2962
1781090882.5236456,2962
1781090882.5325048,66
1781090882.5325098,2962
1781090882.5408657,66
1781090882.541613,66
1781090882.5416143,66
1781090882.5416162,2962
1781090882.5498834,66
1781090882.5498865,2962
1781090882.5594263,2962
1781090882.5679376,2962
1781090882.575838,66
1781090882.5758483,66
1781090882.57656,1514
1781090882.5841043,66
1781090882.5845582,66
1781090882.5849273,2962
1781090882.5882955,78
1781090882.5882978,66
1781090882.603201,2962
1781090882.6152835,1514
1781090882.6154368,2962
1781090882.619305,2962
1781090882.632446,2962
1781090882.6374147,74
1781090882.6374173,66
1781090882.6374185,66
1781090882.6374266,66
1781090882.6374283,2962
1781090882.6494448,2962
1781090882.654657,2962
1781090882.6684074,66
1781090882.6684787,2962
1781090882.6765804,66
1781090882.6765838,2962
1781090882.6834266,74
1781090882.6840143,2962
1781090883.1571963,66
1781090883.1572852,66
1781090883.1572871,66
1781090883.157288,66
1781090883.157188,66
1781090883.1572268,78
1781090883.1572278,66
1781090883.1572287,2962
1781090883.1670094,66
1781090883.1670156,66
1781090883.1678932,2962
1781090883.178095,66
1781090883.1781085,2962
1781090883.184531,2962
1781090883.1868718,2962
1781090883.2096093,66
1781090883.2101023,2962
1781090883.2096066,66
1781090883.2100983,2962
1781090883.2196467,66
1781090883.2196543,2962
1781090883.221615,2962
1781090883.2367449,2962
1781090883.2402627,2962
1781090883.2532413,2962
1781090883.2554326,66
1781090883.2556078,66
1781090883.2558596,66
1781090883.2575598,2962
1781090883.2718513,2962
1781090883.2737224,66
1781090883.273728,2962
1781090883.2923555,66
1781090883.2923675,66
1781090883.2923691,2962
1781090883.292351,66
1781090883.2923636,66
1781090883.2923648,66
1781090883.292366,2962
1781090883.313707,66
1781090883.3137872,66
1781090883.3137043,66
1781090883.313786,2962
1781090883.3138604,2962
1781090883.3240054,66
1781090883.3242488,2962
1781090883.334754,2962
1781090883.3451147,66
1781090883.3451664,2962
1781090883.3451276,1514
1781090883.3552036,2962
1781090883.3612168,78
1781090883.3612208,66
1781090883.3666096,1514
1781090883.366695,66
1781090883.3667092,66
1781090883.3759406,66
1781090883.3759472,66
1781090883.3759482,2962
1781090883.3760524,66
1781090883.3966002,66
1781090883.3966134,2962
1781090883.396681,66
1781090883.3967512,2962
1781090883.4070063,2962
1781090883.4173281,66
1781090883.4174519,66
1781090883.4174533,2962
1781090883.4232209,1514
1781090883.428711,1514
1781090883.4310327,66
1781090883.431139,2962
1781090883.4369996,2962
1781090883.449535,66
1781090883.4496853,66
1781090883.4497924,2962
1781090883.4542255,66
1781090883.4542274,2962
1781090883.4667885,2962
1781090883.471092,2962
1781090883.48383,2962
1781090883.4885244,2962
1781090883.5000389,66
1781090883.5022907,66
1781090883.5023046,2962
1781090883.505593,2962
1781090883.518319,66
1781090883.5183325,66
1781090883.5220306,66
1781090883.5230997,66
1781090883.5231123,2962
1781090883.542136,66
1781090883.542159,66
1781090883.5421607,1514
1781090883.5423794,66
1781090883.542447,2962
1781090883.5524044,2962
1781090883.5542758,66
1781090883.5543046,66
1781090883.554523,66
1781090883.5575202,2962
1781090883.5733044,66
1781090883.5733345,2962
1781090883.5738175,2962
1781090883.5935035,66
1781090883.5935206,2962
1781090883.593501,2962
1781090883.603829,66
1781090883.6038675,2962
1781090883.603824,66
1781090883.6038494,66
1781090883.6038504,66
1781090883.6038516,66
1781090883.6038525,66
1781090883.6038532,2962
1781090883.6217854,66
1781090883.6218066,66
1781090883.6217818,66
1781090883.6218011,66
1781090883.621803,1514
1781090883.6255162,2962
1781090883.635688,2962
1781090883.6390529,2962
1781090883.6470704,2962
1781090883.6604993,66
1781090883.664698,2962
1781090883.6647968,66
1781090883.6667309,66
1781090883.6873698,66
1781090883.6881566,2962
1781090883.6934104,2962
1781090883.6986818,2962
1781090883.701944,66
1781090883.7019508,1570
1781090883.718421,66
1781090883.7184978,66
1781090883.7188735,66
1781090883.7188745,66
1781090883.7188754,66
1781090883.7188766,1514
1781090883.7213757,2962
1781090883.7255642,2962
1781090883.7296267,66
1781090883.7318845,2962
1781090883.7430797,2962
1781090883.7493546,2962
1781090883.7599423,52
1781090883.7599506,66
1781090883.7603734,66
1781090883.761223,2962
1781090883.7644527,2962
1781090883.7808135,2962
1781090883.7814207,66
1781090883.7814229,66
1781090883.7820756,66
1781090883.7820773,66
1781090883.782841,2962
1781090883.8119276,66
1781090883.8119557,66
1781090883.8119574,2962
1781090883.819364,66
1781090883.821185,66
1781090883.8211985,2962
1781090883.8324358,66
1781090883.838705,2962
1781090883.840965,2962
1781090883.8535216,66
1781090883.853645,1514
1781090883.8558304,2962
1781090883.858812,2962
1781090883.8724394,66
1781090883.873033,66
1781090883.8730385,2962
1781090883.8752048,2962
1781090883.8950157,2962
1781090883.8950121,66
1781090883.8950315,2962
1781090883.9080608,2962
1781090883.909904,66
1781090883.909906,66
1781090883.9099076,2962
1781090883.9263473,2962
1781090883.9278095,66
1781090883.9278138,2962
1781090883.9418418,66
1781090883.9421942,66
1781090883.942798,66
1781090883.9428039,2962
1781090883.9470465,66
1781090883.947049,66
1781090883.94705,2962
1781090883.9609416,66
1781090883.9609437,66
1781090883.960945,66
1781090883.9609466,66
1781090883.9615684,2962
1781090883.9627588,66
1781090883.9642963,2962
1781090883.9784865,66
1781090883.989051,2962
1781090883.9890494,1514
1781090883.989062,2962
1781090883.9973452,66
1781090883.9978328,66
1781090883.9978406,66
1781090883.9995184,66
1781090884.4928436,2962
1781090884.4945922,2962
1781090884.5017111,1514
1781090884.5029418,66
1781090884.5030193,66
1781090884.5039124,2962
1781090884.5100744,2962
1781090884.5206614,2962
1781090884.5272057,2962
1781090884.5384114,66
1781090884.5384214,66
1781090884.5384233,66
1781090884.5419965,2962
1781090884.5439186,66
1781090884.543921,2962
1781090884.5560822,2962
1781090884.5617146,66
1781090884.5617263,66
1781090884.5617275,66
1781090884.5623991,66
1781090884.5628374,2962
1781090884.5729618,66
1781090884.5732505,2962
1781090884.5899768,2962
1781090884.5903862,66
1781090884.5909436,66
1781090884.5909498,66
1781090884.6001365,66
1781090884.600139,66
1781090884.6001403,2962
1781090884.6005065,2962
1781090884.6090863,1514
1781090884.616452,1514
1781090884.617297,2962
1781090884.62485,2962
1781090884.641358,66
1781090884.6413805,66
1781090884.6413827,66
1781090884.6417599,66
1781090884.6417608,2962
1781090884.6417837,2962
1781090884.652419,66
1781090884.6591878,1570
1781090884.6595213,66
1781090884.6619976,2962
1781090884.6721914,66
1781090884.6722143,2962
1781090884.6722026,66
1781090884.6722038,2962
1781090884.6862185,2962
1781090884.687629,66
1781090884.6876369,66
1781090884.6884024,66
1781090884.6886427,2962
1781090884.703178,66
1781090884.7032852,66
1781090884.7135234,2962
1781090884.713674,66
1781090884.721905,66
1781090884.7222502,54
1781090884.7222548,66
1781090884.723063,66
1781090884.7230685,2962
1781090884.7231514,2962
1781090884.731572,66
1781090884.744811,66
1781090884.7448206,1514
1781090884.744931,66
1781090884.7493196,2962
1781090884.749472,66
1781090884.7495208,2962
1781090884.7656214,2962
1781090884.7664685,2962
1781090884.7756293,66
1781090884.7863011,66
1781090884.786308,2962
1781090884.786419,2962
1781090884.7946875,66
1781090884.8007557,2962
1781090884.8009396,66
1781090884.8180866,66
1781090884.8180945,66
1781090884.818275,2962
1781090885.4960995,2962
1781090885.4966462,66
1781090885.497317,66
1781090885.4979413,2962
1781090885.5048678,66
1781090885.5048707,66
1781090885.5059235,2962
1781090885.5060515,2962
1781090885.5224612,2962
1781090885.5240557,2962
1781090885.549222,66
1781090885.5492458,66
1781090885.549218,2962
1781090885.5493472,66
1781090885.5495284,2962
1781090885.5578487,66
1781090885.5578673,66
1781090885.558618,2962
1781090885.5586166,66
1781090885.558624,2962
1781090885.5813115,66
1781090885.5813088,66
1781090885.5813267,1514
1781090885.5814266,1514
1781090885.5843265,2962
1781090885.584768,2962
1781090885.6021016,66
1781090885.60212,66
1781090885.6020985,2962
1781090885.6021724,66
1781090885.6043432,2962
1781090885.6190493,2962
1781090885.623501,66
1781090885.6362875,66
1781090885.6362903,66
1781090885.636292,66
1781090885.6366272,2962
1781090885.638098,66
1781090885.6381133,2962
1781090885.645476,54
1781090885.6454818,2962
1781090885.6543732,66
1781090885.6547813,2962
1781090885.6627462,66
1781090885.6627517,2962
1781090885.671746,2962
1781090885.6802216,66
1781090885.6802359,66
1781090885.6994367,1514
1781090885.699455,2962
1781090885.6995478,66
1781090885.7001324,2962
1781090885.7086952,2962
1781090885.7202213,66
1781090885.7202418,66
1781090885.720245,66
1781090885.7202566,66
1781090885.720259,2962
1781090885.725577,66
1781090885.7256103,2962
1781090885.7349713,2962
1781090885.7432375,66
1781090885.743289,66
1781090885.7531364,66
1781090885.7531633,66
1781090885.753166,2962
1781090885.7533205,2962
1781090885.7626154,66
1781090885.769741,66
1781090885.772056,2962
1781090885.7722032,2962
1781090885.7839944,66
1781090885.7878087,2962
1781090885.7879155,66
1781090885.8078868,2962
1781090885.808854,2962
1781090885.82286,2962
1781090885.8228168,66
1781090885.8228362,66
1781090885.822839,2962
1781090885.8358958,2962
1781090885.839356,66
1781090885.8393593,1514
1781090885.8478286,2962
1781090885.852427,66
1781090885.852446,66
1781090885.8524482,66
1781090885.8524501,66
1781090885.853017,2962
1781090885.865453,2962
1781090885.8700137,66
1781090885.8700216,2962
1781090885.8825133,2962
1781090886.2942588,2962
1781090886.30133,2962
1781090886.3111439,66
1781090886.3111453,66
1781090886.3119476,1514
1781090886.3184967,66
1781090886.3185012,2962
1781090886.3204863,2962
1781090886.3358355,66
1781090886.335842,2962
1781090886.3371081,2962
1781090886.353465,66
1781090886.3534741,66
1781090886.3545187,52
1781090886.354524,66
1781090886.3550324,2962
1781090886.3550572,66
1781090886.3724182,2962
1781090886.3725574,66
1781090886.381967,2962
1781090886.389206,66
1781090886.3895311,66
1781090886.389844,2962
1781090886.390511,1514
1781090886.3990057,2962
1781090886.413784,66
1781090886.4137914,2962
1781090886.5027947,2962
1781090886.5028284,66
1781090886.502909,2962
1781090886.5113053,2962
1781090886.5118694,66
1781090886.5118716,2962
1781090886.5290775,66
1781090886.5292222,66
1781090886.5292249,2962
1781090886.5292122,66
1781090886.5292268,66
1781090886.5311096,1514
1781090886.5390298,2962
1781090886.5462158,66
1781090886.5462198,2962
1781090886.5574691,66
1781090886.557485,2962
1781090886.5651302,66
1781090886.5652928,2962
1781090886.5725598,66
1781090886.5734348,2962
1781090887.498613,2962
1781090887.4986243,66
1781090887.5001159,66
1781090887.5001175,66
1781090887.5001197,2962
1781090887.5096104,66
1781090887.5113845,66
1781090887.5113873,66
1781090887.511388,66
1781090887.5113888,66
1781090887.5113902,2962
1781090887.5098844,2962
1781090887.531112,66
1781090887.5311177,2962
1781090887.53124,2962
1781090887.543703,2962
1781090887.5451145,2962
1781090887.5615916,66
1781090887.5616045,66
1781090887.5617762,66
1781090887.5617774,2962
1781090887.5618289,66
1781090887.5691276,1514
1781090887.5697954,2962
1781090887.5779202,66
1781090887.5798817,66
1781090887.5798879,2962
1781090887.5871556,2962
1781090887.5961807,2962
1781090887.6039069,66
1781090887.6039753,66
1781090887.6042113,2962
1781090887.6143012,2962
1781090887.6214497,66
1781090887.6306453,2962
1781090887.6376154,66
1781090887.6442509,66
1781090887.6469345,2962
1781090887.6544862,66
1781090887.6566052,2962
1781090887.6641505,66
1781090887.664876,2962
1781090887.6648736,66
1781090887.6648746,66
1781090887.6653183,2962
1781090887.6857276,2962
1781090887.6858056,66
1781090887.6858175,66
1781090887.6858184,2962
1781090887.699455,2962
1781090887.7010992,2962
1781090887.7161677,66
1781090887.7161765,66
1781090887.7172213,2962
1781090887.721078,66
1781090887.734516,66
1781090887.7349951,2962
1781090887.7345214,66
1781090887.7350192,2962
1781090887.7439318,66
1781090887.7476978,2962
1781090887.7524934,66
1781090887.7524958,66
1781090887.7524974,2962
1781090887.760627,2962
1781090887.7699218,66
1781090887.769927,1514
1781090887.778541,2962
1781090887.7787542,2962
1781090887.79531,66
1781090887.795362,66
1781090887.7953634,2962
1781090887.7962112,2962
1781090887.8124523,66
1781090887.8139946,2962
1781090887.8154142,66
1781090887.8184135,66
1781090887.8295267,66
1781090887.830235,2962
1781090887.831609,1514
1781090887.8316116,2962
1781090887.8473394,66
1781090887.8473406,66
1781090887.8478932,66
1781090887.8478942,66
1781090887.8496156,2962
1781090887.849613,2962
1781090887.8660975,2962
1781090887.8660946,2962
1781090887.8834484,66
1781090887.883445,2962
1781090887.8836055,66
1781090887.888275,66
1781090887.9000697,66
1781090887.9000747,2962
1781090887.9019172,2962
1781090887.9103444,66
1781090887.9104052,2962
1781090887.9168184,66
1781090887.9178424,2962
1781090887.9274373,66
1781090887.9282022,2962
1781090887.934412,66
1781090887.9352758,66
1781090887.9352782,2962
1781090887.9567208,2962
1781090887.957126,66
1781090887.9578564,2962
1781090887.964834,66
1781090887.965226,66
1781090887.965995,66
1781090887.9745078,66
1781090887.9746578,2962
1781090887.9752386,2962
1781090887.9839995,2962
1781090887.9870133,2962
1781090888.0011308,66
1781090888.001154,2962
1781090888.004078,66
1781090888.0047495,66
1781090888.0047512,1514
1781090888.013315,2962
1781090888.0177834,66
1781090888.0212622,66
1781090888.0301929,2962
1781090888.0350459,2962
1781090888.0438008,1514
1781090888.0474725,66
1781090888.048256,66
1781090888.0482585,2962
1781090888.0526156,2962
1781090888.0656006,2962
1781090888.0692453,2962
1781090888.0826845,2962
1781090888.0860677,66
1781090888.0861287,66
1781090888.0867631,2962
1781090888.1005185,66
1781090888.1014135,66
1781090888.1014159,66
1781090888.1014168,1514
1781090888.104261,66
1781090888.1042626,66
1781090888.1042633,2962
1781090888.1092772,2962
1781090888.1263733,2962
1781090888.1269994,66
1781090888.1453419,2962
1781090888.145472,2962
1781090888.1542819,66
1781090888.1543505,66
1781090888.1543517,66
1781090888.1604314,66
1781090888.1604464,66
1781090888.1605377,2962
1781090888.1609583,2962
1781090888.177931,66
1781090888.1785207,66
1781090888.1785324,2962
1781090888.1802669,2962
1781090888.1888127,2962
1781090888.1962292,66
1781090888.1962337,2962
1781090888.2058408,2962
1781090888.2132492,2962
1781090888.2233787,66
1781090888.2234516,66
1781090888.223873,66
1781090888.230172,2962
1781090888.2302384,66
1781090888.2304692,66
1781090888.2307692,2962
1781090888.2411103,2962
1781090888.2481422,66
1781090888.2481449,2962
1781090888.258348,66
1781090888.2594168,66
1781090888.2652712,66
1781090888.265997,2962
1781090888.2719586,2962
1781090888.2801924,66
1781090888.280617,66
1781090888.2828705,66
1781090888.2831166,2962
1781090888.2833633,66
1781090888.2992642,2962
1781090888.30107,66
1781090888.3031285,2962
1781090888.3090498,2962
1781090888.3188205,2962
1781090888.3245032,1514
1781090888.3330755,2962
1781090888.3355672,2962
1781090888.3501866,66
1781090888.3512747,66
1781090888.3512769,2962
1781090888.3521106,2962
1781090888.3683429,2962
1781090888.3709984,66
1781090888.371017,66
1781090888.3710191,66
1781090888.3710217,2962
1781090888.3848343,66
1781090888.3855567,66
1781090888.3855577,1514
1781090888.3870099,2962
1781090888.3947845,2962
1781090888.4054391,2962
1781090888.4123251,2962
1781090888.4213016,66
1781090888.421311,2962
1781090888.4291966,66
1781090888.4304628,66
1781090888.4309697,66
1781090888.4316914,66
1781090888.4386652,66
1781090888.4391475,66
1781090888.4391491,66
1781090888.440314,2962
1781090888.4405985,2962
1781090888.4488423,2962
1781090888.461716,2962
1781090888.4659858,66
1781090888.4659932,2962
1781090888.4739027,66
1781090888.4739664,66
1781090888.474379,2962
1781090888.4849718,66
1781090888.4850996,2962
1781090888.4913554,2962
1781090888.5007951,66
1781090888.5008,66
1781090888.5019035,2962
1781090888.5099108,66
1781090888.5099144,2962
1781090888.518574,66
1781090888.518585,2962
1781090888.5260503,66
1781090888.5265796,2962
1781090888.5357277,66
1781090888.5441804,2962
1781090888.5442452,66
1781090888.5501409,2962
1781090888.56064,2962
1781090888.5609503,66
1781090888.570311,2962
1781090888.578884,2962
1781090888.5788827,52
1781090888.5788896,2962
1781090888.5948594,66
1781090888.595228,66
1781090888.5954902,2962
1781090888.5956256,74
1781090888.5962062,1514
1781090888.604888,2962
1781090888.6186543,66
1781090888.6186686,2962
1781090888.6215208,66
1781090888.6220624,66
1781090888.630126,66
1781090888.6302102,66
1781090888.6304967,1514
