ds,y
1769987080.2108655,66
1769987080.2109108,66
1769987080.2109118,2962
1769987080.2114236,2962
1769987080.231517,2962
1769987080.2316713,1514
1769987080.2316725,2962
1769987080.2447364,66
1769987080.2447379,2962
1769987080.2485573,66
1769987080.2487524,66
1769987080.2609737,66
1769987080.2621014,2962
1769987080.2728539,66
1769987080.2815428,2962
1769987080.2816052,66
1769987080.281607,2962
1769987080.290107,66
1769987080.298324,66
1769987080.2984622,66
1769987080.298444,2962
1769987080.298489,66
1769987080.2985177,2962
1769987080.314355,66
1769987080.3144233,66
1769987080.314372,2962
1769987080.314452,66
1769987080.3144674,66
1769987080.331242,2962
1769987080.345503,66
1769987080.345551,2962
1769987080.349133,66
1769987080.3491364,66
1769987080.349138,2962
1769987080.3541572,2962
1769987080.3662348,2962
1769987080.3712187,74
1769987080.3716211,66
1769987080.3720107,54
1769987080.3721888,54
1769987080.3731544,66
1769987080.387299,2962
1769987080.3873737,66
1769987080.3956828,66
1769987080.4024048,2962
1769987080.402449,2962
1769987080.4107316,2962
1769987080.4183583,2962
1769987080.427966,66
1769987080.4364605,2962
1769987080.436501,66
1769987080.4407992,1514
1769987080.4437745,2962
1769987080.4511786,66
1769987080.4511814,2962
1769987080.4595115,66
1769987080.4597049,66
1769987080.4597075,2962
1769987080.4696252,2962
1769987080.4800315,66
1769987080.485396,66
1769987080.4864264,1514
1769987080.486453,66
1769987080.4946105,2962
1769987080.4946222,66
1769987080.4991684,66
1769987080.5008495,2962
1769987080.5120246,2962
1769987080.5138972,2962
1769987080.5288527,66
1769987080.528854,66
1769987080.5291219,54
1769987080.5307555,2962
1769987080.5415206,66
1769987080.5468879,2962
1769987080.5481856,66
1769987080.564491,2962
1769987080.5738385,2962
1769987080.580534,66
1769987080.5814447,2962
1769987080.5882523,66
1769987080.5905433,66
1769987080.5905452,2962
1769987080.5988226,66
1769987080.5988238,2962
1769987080.6156316,66
1769987080.6157596,2962
1769987080.6169794,66
1769987080.6229932,2962
1769987080.633194,2962
1769987080.6395671,66
1769987080.6498969,66
1769987080.6506643,66
1769987080.6506648,2962
1769987080.6562753,66
1769987080.6677709,2962
1769987080.671773,66
1769987080.6861212,66
1769987080.6861236,66
1769987080.6861248,2962
1769987080.68814,1514
1769987080.6963768,2962
1769987080.703262,66
1769987080.7032633,2962
1769987080.7144942,66
1769987080.7200334,2962
1769987080.7282135,2962
1769987080.737257,66
1769987080.7373097,2962
1769987080.744492,66
1769987080.7518601,66
1769987080.754799,66
1769987080.7548008,2962
1769987080.771486,66
1769987080.778839,2962
1769987080.7788987,66
1769987080.7788994,66
1769987080.7789001,2962
1769987080.7878652,66
1769987080.7892332,2962
1769987080.7937171,66
1769987080.793719,2962
1769987080.8063917,2962
1769987080.810153,66
1769987080.8239613,1514
1769987080.8269997,2962
1769987080.8322954,2962
1769987080.8352687,66
1769987080.843774,66
1769987080.8438027,2962
1769987080.8494728,66
1769987080.849474,1514
1769987080.8577995,2962
1769987080.859797,66
1769987080.874524,2962
1769987080.8769937,2962
1769987080.8887665,66
1769987080.8921478,66
1769987080.8921883,2962
1769987080.899079,66
1769987080.9000714,74
1769987080.923508,66
1769987080.9235778,2962
1769987080.9237392,66
1769987080.9437745,2962
1769987080.943854,66
1769987080.943855,1514
1769987080.9438558,2962
1769987080.9541767,1514
1769987080.9750342,2962
1769987080.9749181,74
1769987080.9749386,66
1769987080.97494,2962
1769987080.985402,66
1769987080.9854054,66
1769987080.9864206,2962
1769987080.9863245,2962
1769987081.0056658,66
1769987081.0056214,66
1769987081.0057034,2266
1769987081.0056543,1514
1769987081.0159872,2962
1769987081.0160182,66
1769987081.0273142,2962
1769987081.0292437,66
1769987081.032556,66
1769987081.046832,66
1769987081.0476055,2962
1769987081.0476859,66
1769987081.057736,66
1769987081.0675747,66
1769987081.067576,2962
1769987081.06815,66
1769987081.9785078,818
